3.000, 0.263, 3.000, 0.155, 3.000, 0.572, 3.000, 0.571
3.000, 0.308, 3.000, 0.148, 3.000, -0.013, 3.000, 1.126
3.000, 0.716, 3.000, 0.189, 3.000, 0.039, 3.000, 0.510
3.000, 0.768, 3.000, 0.272, 3.000, 0.187, 3.000, 1.107
3.000, 0.812, 3.000, 0.426, 3.000, 0.201, 3.000, 1.157
3.000, 1.099, 3.000, 0.512, 3.000, 0.075, 3.000, 0.873
3.000, 1.221, 3.000, 0.628, 3.000, 0.270, 3.000, 1.257
3.000, 1.175, 3.000, 0.634, 3.000, 0.330, 3.000, 1.787
3.000, 0.801, 3.000, 0.658, 3.000, 0.268, 3.000, 1.833
3.000, 0.048, 3.000, 0.704, 3.000, 0.443, 3.000, 1.641
3.000, 0.183, 3.000, 0.810, 3.000, 0.646, 3.000, 2.098
3.000, 0.547, 3.000, 0.784, 3.000, 0.722, 3.000, 1.982
3.000, 0.743, 3.000, 0.925, 3.000, 0.975, 3.000, 1.916
3.000, 1.484, 3.000, 0.920, 3.000, 0.848, 3.000, 1.422
3.000, 2.033, 3.000, 1.037, 3.000, 0.761, 3.000, 1.750
3.000, 2.005, 3.000, 1.012, 3.000, 0.975, 3.000, 2.174
3.000, 1.962, 3.000, 1.102, 3.000, 1.077, 3.000, 2.008
3.000, 0.907, 3.000, 1.021, 3.000, 1.019, 3.000, 1.857
3.000, 0.768, 3.000, 1.155, 3.000, 1.097, 3.000, 2.074
3.000, 0.540, 3.000, 1.181, 3.000, 1.199, 3.000, 2.138
3.000, 0.600, 3.000, 1.316, 3.000, 1.382, 3.000, 2.323
3.000, 0.780, 3.000, 1.284, 3.000, 1.365, 3.000, 1.972
3.000, 1.391, 3.000, 1.330, 3.000, 1.386, 3.000, 2.167
3.000, 1.513, 3.000, 1.325, 3.000, 1.421, 3.000, 2.103
3.000, 0.820, 3.000, 1.548, 3.000, 1.709, 3.000, 2.432
3.000, 1.202, 3.000, 1.412, 3.000, 1.586, 3.000, 2.175
3.000, 1.334, 3.000, 1.468, 3.000, 1.525, 3.000, 2.118
3.000, 0.850, 3.000, 1.526, 3.000, 1.598, 3.000, 2.181
3.000, 1.009, 3.000, 1.523, 3.000, 1.735, 3.000, 2.195
3.000, 0.938, 3.000, 1.530, 3.000, 1.904, 3.000, 2.430
3.000, 0.992, 3.000, 1.543, 3.000, 1.833, 3.000, 2.105
