3.000, 0.263, 3.000, 0.155, 3.000, 0.572, 3.000, 0.617
3.000, 0.154, 3.000, 0.256, 3.000, -0.013, 3.000, 1.447
3.000, 0.589, 3.000, 0.245, 3.000, 0.143, 3.000, 0.758
3.000, 0.719, 3.000, 0.269, 3.000, 0.176, 3.000, 0.312
3.000, 0.844, 3.000, 0.426, 3.000, 0.201, 3.000, 0.741
3.000, 0.314, 3.000, 0.501, 3.000, 0.310, 3.000, 1.238
3.000, 0.586, 3.000, 0.556, 3.000, 0.224, 3.000, 1.720
3.000, 1.169, 3.000, 0.606, 3.000, 0.404, 3.000, 1.130
3.000, 1.268, 3.000, 0.724, 3.000, 0.413, 3.000, 1.424
3.000, 0.315, 3.000, 0.709, 3.000, 0.388, 3.000, 1.480
3.000, 0.610, 3.000, 0.910, 3.000, 0.539, 3.000, 1.096
3.000, 0.994, 3.000, 0.871, 3.000, 0.642, 3.000, 1.847
3.000, 0.526, 3.000, 0.906, 3.000, 0.735, 3.000, 0.326
3.000, 0.752, 3.000, 0.929, 3.000, 0.757, 3.000, 0.576
3.000, 0.745, 3.000, 1.045, 3.000, 0.650, 3.000, 1.788
3.000, 0.801, 3.000, 1.151, 3.000, 0.759, 3.000, 1.372
3.000, 0.778, 3.000, 1.231, 3.000, 1.005, 3.000, 0.512
3.000, 0.771, 3.000, 1.139, 3.000, 1.009, 3.000, 0.466
3.000, 0.772, 3.000, 1.305, 3.000, 1.008, 3.000, 1.364
3.000, 0.927, 3.000, 1.333, 3.000, 1.000, 3.000, 1.667
3.000, 1.029, 3.000, 1.452, 3.000, 1.186, 3.000, 0.730
3.000, 0.992, 3.000, 1.301, 3.000, 1.186, 3.000, 0.689
3.000, 1.003, 3.000, 1.379, 3.000, 1.314, 3.000, 0.922
3.000, 0.893, 3.000, 1.581, 3.000, 1.305, 3.000, 1.165
3.000, 1.162, 3.000, 1.631, 3.000, 1.572, 3.000, 1.231
3.000, 1.130, 3.000, 1.588, 3.000, 1.460, 3.000, 0.961
3.000, 1.072, 3.000, 1.533, 3.000, 1.530, 3.000, 1.002
3.000, 1.126, 3.000, 1.540, 3.000, 1.524, 3.000, 1.299
3.000, 1.348, 3.000, 1.855, 3.000, 1.729, 3.000, 1.420
3.000, 1.185, 3.000, 1.558, 3.000, 1.569, 3.000, 1.193
3.000, 1.193, 3.000, 1.660, 3.000, 1.580, 3.000, 1.645
3.000, 1.394, 3.000, 1.642, 3.000, 1.730, 3.000, 1.323
3.000, 0.882, 3.000, -0.286, 3.000, -0.393, 3.000, 0.825
3.000, 1.188, 3.000, -0.326, 3.000, -0.131, 3.000, 1.553
3.000, 0.420, 3.000, -0.185, 3.000, -0.076, 3.000, 1.838
3.000, 0.533, 3.000, -0.055, 3.000, 0.069, 3.000, 1.741
3.000, 0.554, 3.000, -0.005, 3.000, 0.433, 3.000, 1.792
3.000, 0.547, 3.000, 0.035, 3.000, 0.143, 3.000, 1.700
3.000, 0.545, 3.000, 0.062, 3.000, 0.203, 3.000, 1.825
3.000, 0.700, 3.000, 0.187, 3.000, 0.427, 3.000, 1.598
3.000, 0.719, 3.000, 0.329, 3.000, 0.417, 3.000, 0.698
3.000, 0.626, 3.000, 0.523, 3.000, 0.495, 3.000, 0.670
3.000, 0.793, 3.000, 0.538, 3.000, 0.519, 3.000, 1.618
3.000, 0.637, 3.000, 0.630, 3.000, 0.580, 3.000, 1.221
3.000, 0.754, 3.000, 0.734, 3.000, 0.627, 3.000, 1.119
3.000, 0.793, 3.000, 0.661, 3.000, 0.677, 3.000, 1.811
3.000, 0.776, 3.000, 0.788, 3.000, 0.931, 3.000, 0.854
3.000, 0.880, 3.000, 1.000, 3.000, 0.811, 3.000, 0.937
3.000, 0.907, 3.000, 1.077, 3.000, 0.849, 3.000, 1.116
3.000, 0.887, 3.000, 1.121, 3.000, 0.964, 3.000, 1.203
3.000, 0.840, 3.000, 1.086, 3.000, 1.016, 3.000, 1.795
3.000, 0.846, 3.000, 1.233, 3.000, 1.179, 3.000, 1.570
3.000, 1.063, 3.000, 1.258, 3.000, 0.957, 3.000, 1.027
3.000, 0.942, 3.000, 1.429, 3.000, 1.009, 3.000, 1.549
3.000, 1.080, 3.000, 1.300, 3.000, 1.199, 3.000, 1.492
3.000, 1.154, 3.000, 1.329, 3.000, 1.072, 3.000, 1.207
3.000, 1.138, 3.000, 1.275, 3.000, 1.177, 3.000, 2.021
3.000, 1.187, 3.000, 1.521, 3.000, 1.432, 3.000, 1.325
3.000, 1.106, 3.000, 1.547, 3.000, 1.158, 3.000, 1.608
3.000, 1.335, 3.000, 1.557, 3.000, 1.336, 3.000, 2.320
3.000, 1.231, 3.000, 1.701, 3.000, 1.317, 3.000, 2.128
3.000, 1.329, 3.000, 1.768, 3.000, 1.564, 3.000, 1.644
3.000, 1.401, 3.000, 1.675, 3.000, 1.523, 3.000, 1.898
3.000, 1.171, 3.000, 1.775, 3.000, 1.416, 3.000, 2.280
3.000, 1.318, 3.000, 1.789, 3.000, 1.686, 3.000, 2.147
3.000, 1.443, 3.000, 2.033, 3.000, 1.822, 3.000, 2.516
3.000, 1.301, 3.000, 1.754, 3.000, 1.614, 3.000, 2.330
3.000, 1.413, 3.000, 1.774, 3.000, 1.706, 3.000, 2.402
3.000, 1.479, 3.000, 1.939, 3.000, 1.824, 3.000, 2.233
3.000, 1.681, 3.000, 2.111, 3.000, 2.021, 3.000, 2.325
3.000, 1.444, 3.000, 1.952, 3.000, 1.987, 3.000, 1.981
3.000, 1.356, 3.000, 1.966, 3.000, 1.921, 3.000, 2.058
3.000, 1.567, 3.000, 2.058, 3.000, 2.034, 3.000, 2.120
3.000, 1.575, 3.000, 2.094, 3.000, 2.079, 3.000, 2.050
3.000, 1.607, 3.000, 2.142, 3.000, 2.146, 3.000, 1.786
3.000, 1.520, 3.000, 2.140, 3.000, 2.058, 3.000, 1.655
3.000, 1.691, 3.000, 2.090, 3.000, 2.001, 3.000, 2.339
3.000, 1.565, 3.000, 2.086, 3.000, 2.106, 3.000, 1.795
3.000, 1.632, 3.000, 2.199, 3.000, 2.287, 3.000, 1.995
3.000, 1.785, 3.000, 2.180, 3.000, 2.039, 3.000, 2.015
